id	dominant_category	cardinality	max_degree	max_degree_title	avg_clust	top_words	top_ents
433		6	4	"3717    Crispo Confetti Cioco Passion Cioccolato al La...
Name: title, dtype: object"	0.4166666666666667	{'confetti': 5, 'crispo': 3, 'cioccolato': 3, 'portaconfetti': 3, 'bomboniere': 3, 'latte': 2, 'scatole': 2, 'battesimo': 2, 'compleanno': 2, 'ciocopassion': 2, 'celesti': 2, 'cioco': 1, 'passion': 1, 'cuore': 1, 'colore': 1, '1kg': 1, 'yissvic': 1, '100pz': 1, 'scatoline': 1, 'nastri': 1, 'anniversario': 1, 'matrimonio': 1, 'ecc-azzurro': 1, '100x': 1, 'velo': 1, 'veli': 1, 'fata': 1, 'tulle': 1, 'organza': 1, 'tondo': 1, 'veletti': 1, 'jzk': 1, 'biberon': 1, 'bottiglia': 1, 'bottiglina': 1, 'bottigliette': 1, 'porta': 1, 'nascita': 1, 'comunione': 1, 'bimbo': 1, 'bambino': 1, 'selection': 1, 'color': 1, 'gusti': 1, 'assortiti': 1, 'bigliettini': 1}	{'CONFETTI': 3, 'Cioccolato al Latte con Cuore': 1, 'Cioccolato Bianco': 1, 'Colore Celeste': 1, 'YISSVIC': 1, 'Scatoline Portaconfetti Scatole Bomboniere': 1, 'Portaconfetti': 1, 'Nastri': 1, 'Anniversario': 1, 'Matrimonio Battesimo': 1, '100x VELO VELI': 1, 'FATA': 1, 'JZK 24 x Azzurro': 1, 'BIGLIETTINI': 1}
434		6	5	"2333    Principessa da 12 braccialetti: Party Bag Fill...
Name: title, dtype: object"	0.4777777777777778	{'set': 4, 'bambini': 3, 'principessa': 2, 'party': 2, 'ragazza': 2, 'bambina': 2, 'gioielli': 2, 'giocattolo': 2, 'aeroplani': 2, 'toymytoy': 2, 'braccialetto': 2, 'braccialetti': 1, 'bag': 1, 'fillers/feste': 1, 'stands': 1, 'ltd': 1, 'collane': 1, 'jzk': 1, 'regolabili': 1, 'gemstone': 1, 'cristallo': 1, 'anelli': 1, 'gioco': 1, 'scatola': 1, 'cuore': 1, 'bomboniera': 1, 'pensierino': 1, 'ringraziamento': 1, 'regalino': 1, 'fine': 1, 'festa': 1, 'compleanno': 1, 'comius': 1, 'pcs': 1, 'gadget': 1, 'festina': 1, 'alianti': 1, 'gliding': 1, 'polistirolo': 1, 'styrofoam': 1, 'collana': 1, 'bracciale': 1, 'farfalla': 1, 'perline': 1, 'bimba': 1, 'pretend': 1, 'play': 1, 'bracelet': 1}	{'Party Bag Fillers': 1, 'Stands Out Ltd - Set': 1, 'JZK 36 Regolabili gemstone cristallo anelli': 1, 'Comius 24': 1, 'Aeroplani Giocattolo': 1, 'Gadget per Una Festina': 1, 'Alianti Aeroplani Gliding Polistirolo Styrofoam': 1, 'Bambini': 1, 'TOYMYTOY Set gioielli': 1, 'TOYMYTOY Braccialetto': 1, 'Set Braccialetto': 1, 'Party Pretend Play Bracelet': 1, '6 Pz': 1}
435	apparel	6	4	"2543    SOMTHRON Uomo Cintura elastica in cotone lungo...
Name: title, dtype: object"	0.0	{'pantaloni': 9, 'jogging': 5, 'cotone': 4, 'sportivi': 3, 'cargo': 3, 'coulisse': 3, 'tasche': 3, 'laterali': 3, 'trousers': 3, 'sport': 3, 'cintura': 2, 'elastica': 2, 'lungo': 2, 'activewear': 2, 'merish': 2, 'fitness': 2, 'slim': 2, 'fit': 2, 'allenamento': 2, 'cindeyar': 2, 'lunghi': 2, 'pants': 2, 'elastici': 2, 'casual': 2, 'maschi': 2, 'somthron': 1, 'taglie': 1, 'forti': 1, 'pantalone': 1, 'sportivo': 1, 'lavoro': 1, 'pantaloncini': 1, 'socluer': 1}	{'Coulisse Tasche Laterali Trousers': 3, 'Merish Pantaloni': 2, 'Jogging Uomo Sportivi': 2, 'Fit Allenamento 211': 2, 'Cindeyar Pantaloni Uomo Lunghi Cargo': 2, 'Sport Pants Elastici Casual Maschi': 2, 'Uomo Cintura': 1, 'jogging Pantaloni': 1, 'Pantalone': 1, 'Pantaloni da jogging Pantaloni Activewear': 1, 'Socluer Uomo Cintura Elastica': 1, 'Cotone': 1, 'Pantaloni Cargo': 1, 'Sport Pantaloni': 1, 'Jogging Activewear': 1}
436		6	4	"6783    Melissa and Doug Puzzle in legno Vesti la fami...
Name: title, dtype: object"	0.0	{'legno': 9, 'puzzle': 6, 'bambini': 5, 'anni': 4, 'giochi': 4, 'magnetica': 4, 'magnetico': 3, 'lavagna': 3, 'giocattolo': 2, 'double': 2, 'face': 2, 'apprendimento': 2, 'educativo': 2, 'montessori': 2, 'lavagnetta': 2, 'costruzioni': 2, 'cooljoy': 1, 'quasi': 1, 'pezzi': 1, 'può': 1, 'attaccare': 1, 'frigorifero': 1, 'animale': 1, 'melissa': 1, 'doug': 1, 'vesti': 1, 'famiglia': 1, 'orsi': 1, 'keter': 1, 'excellence': 1, 'basso': 1, 'ripiani': 1, 'regolabili': 1, '89x54x93h': 1, 'sabbia': 1, 'cassetta': 1, 'attrezzi': 1, 'strumenti': 1, 'set': 1, 'workbench': 1, 'costruzione': 1, 'carpenterie': 1, 'kit': 1, 'lavorazione': 1, 'istruzione': 1, 'intellettuale': 1, 'magnetici': 1, 'creativi': 1, 'gioco': 1, 'fajiabao': 1}	{'Puzzle Magnetico Legno': 1, 'COOLJOY Giocattolo di Legno Bambini': 1, 'Lavagna': 1, 'Double Face': 1, 'Apprendimento Educativo Bambini': 1, 'Melissa and Doug Puzzle': 1, 'Vesti': 1, 'famiglia Orsi': 1, 'Keter Excellence XL': 1, 'Basso 2 Ripiani Regolabili - 89X54X93H Sabbia': 1, 'Cassetta Degli Attrezzi Strumenti': 1, 'Workbench Costruzione Carpenterie': 1, 'Istruzione': 1, 'Magnetico Lavagna Puzzle di Legno Giochi Montessori Magnetica Lavagnetta': 1, 'Double Face Magnetica Puzzle Apprendimento Educativo': 1, 'Giochi Creativi Costruzioni Gioco Per Bambini': 1, 'Fajiabao Puzzle': 1, 'Giochi di Legno': 1, 'Montessori Giochi Educativi': 1, 'Bambini': 1}
437	electronics	6	5	"184    Fujifilm Instax Square Film Pellicola Istantan...
Name: title, dtype: object"	0.35000000000000003	{'fujifilm': 6, 'instax': 6, 'square': 6, 'istantanea': 5, 'formato': 5, 'quadrato': 5, 'foto': 5, 'sq6': 3, 'fotocamera': 3, 'film': 2, 'pellicola': 2, '62x62': 2, 'confezione': 2, 'bordo': 2, 'blush': 1, 'gold': 1, 'graphite': 1, 'grey': 1, 'pearl': 1, 'white': 1, 'black': 1, 'frame': 1, 'sq10': 1, 'taylor': 1, 'swift': 1, 'edicion': 1}	{'Fujifilm Instax Square SQ6 Fotocamera Istantanea per Foto Formato': 3, 'Formato Quadrato': 2, 'Quadrato 62 x 62': 2, 'Fujifilm Instax Square Film Pellicola Istantanea': 1, 'Confezione da 20 Foto': 1, 'Bordo Bianco': 1, 'Blush Gold': 1, 'Quadrato 62 x 62 mm': 1, 'Graphite Grey': 1, 'Pearl White': 1, 'Fujifilm Instax Square Black Frame': 1, 'Film Pellicola Istantanea': 1, 'Confezione': 1, 'Bordo Nero': 1, 'FUJIFILM INSTAX SQUARE SQ10': 1}
438		6	4	"3621    Bibbia Nuova Riveduta
Name: title, dtype: object"	0.25	{'bibbia': 3, 'nuova': 2, 'versione': 2, 'ufficiale': 2, 'riveduta': 1, 'vangelo': 1, 'atti': 1, 'apostoli': 1, 'conferenza': 1, 'episcopale': 1, 'italiana': 1, 'corano': 1, 'ediz': 1, 'integrale': 1, 'tre': 1, 'minuti': 1, 'dio': 1, 'sacra': 1, 'uelci': 1, 'cei': 1, 'copertine': 1, 'assortite': 1}	{'Bibbia Nuova Riveduta': 1, 'Bibbia': 1, 'Vangelo': 1, 'Atti degli apostoli': 1, 'Conferenza Episcopale Italiana': 1, 'Corano': 1, 'Ediz': 1, 'Sacra Bibbia': 1, 'UELCI': 1, 'Cei': 1, 'Copertine Assortite': 1}
439		6	5	"2624    Giotto- Decor Textile Pennarelli per Tessuti (...
Name: title, dtype: object"	0.5499999999999999	{'colori': 3, 'decor': 2, 'textile': 2, 'pennarelli': 2, 'fruit': 2, 'loom': 2, 't-shirt': 2, 'bambino': 2, 'pacco': 2, 'giotto-': 1, 'tessuti': 1, 'standard': 1, 'fluo': 1, 'ses': 1, 'tessuto': 1, 'borse': 1, 'shopper': 1, 'cotone': 1, 'colore': 1, 'beige': 1, 'ideale': 1, 'pittura': 1, 'stoffa': 1, 'giotto': 1, '1-3': 1, 'confezione': 1}	{'Fruit of the Loom T': 2, 'Shirt Bambino': 2, 'Pacco da 10': 2, 'Giotto- Decor Textile Pennarelli': 1, 'Tessuti': 1, 'Colori Standard + 4 Colori Fluo': 1, 'Colori': 1, 'COTONE': 1, 'Giotto 494800': 1, 'Pennarelli': 1, 'Confezione': 1}
440		6	5	"720    Concorso dirigenti scolastici. Prova orale
Name: title, dtype: object"	0.8388888888888889	{'concorso': 5, 'prova': 5, 'dirigenti': 4, 'scolastici': 4, 'orale': 4, 'casi': 2, 'dirigente': 2, 'scolastico': 2, 'first': 1, 'english': 1, 'book': 1, 'teachers': 1, 'headmasters': 1, 'unico': 1, 'libro': 1, 'superare': 1, 'inglese': 1, 'concorsi': 1, 'miur': 1, 'maeci': 1, 'altre': 1, 'manuale': 1, 'preparazione': 1, 'svolti': 1, 'riguardanti': 1, 'funzione': 1, 'espansione': 1, 'online': 1, 'studio': 1, 'soluzioni': 1, 'quesiti': 1, 'risposta': 1, 'articolata': 1, 'colloquio': 1}	{'The First English Book for Teachers & Headmasters 100': 1, 'MIUR': 1, 'MAECI': 1, 'Dirigenti Scolastici - La Prova Orale': 1}
441		6	3	"5710    Bestway 58001 Tappetino Base, 335 cm
Name: title, dtype: object"	0.0	{'piscina': 4, 'intex': 2, 'gioco': 2, 'estivo': 2, 'bestway': 2, 'pool': 2, 'ground': 2, 'cloth': 2, '274cm': 2, 'family': 2, 'sedili': 1, '229x229x66': 1, 'estate': 1, 'giocattolo': 1, '45.7x13x40.6': 1, 'tappetino': 1, 'base': 1, 'accessories': 1, 'blue': 1, 'full': 1, 'color': 1, 'box': 1, 'intex-57190': 1, 'poltrona': 1, 'colore': 1, 'bianca/azzurro': 1, '224x216x76': 1, 'easy': 1, 'set': 1, 'rotonda': 1, 'pompa': 1, 'filtro': 1, 'best': 1, 'way': 1, '231x229x63': 1, 'seduta': 1, 'rialzata': 1, 'litri': 1}	{'Bestway 58001': 1, 'Tappetino Base': 1, 'Bestway Pool Ground Cloth 274': 1, 'Ground cloth': 1, 'Blue': 1, 'Full': 1, 'Intex-57190 Piscina Family': 1, 'Poltrona': 1, 'Colore Bianca': 1, 'Intex 28122 Easy Set Piscina Rotonda': 1, 'Pompa Filtro': 1, 'Best Way 54158': 1, 'Family Cm 231X229X63': 1, 'Seduta Rialzata Piscina Gioco Estivo 983': 1, 'Litri': 1}
442		6	5	"6269    Taurus 100mg 30 Compresse | Effetto immediato,...
Name: title, dtype: object"	0.35000000000000003	{'integratore': 3, 'durata': 2, 'naturale': 2, 'potenza': 2, 'capsule': 2, 'sessuale': 2, 'maca': 2, 'zinco': 2, 'tribulus': 2, 'aumenta': 2, 'resistenza': 2, 'l-arginina': 2, 'taurus': 1, '100mg': 1, 'compresse': 1, 'effetto': 1, 'immediato': 1, 'massima': 1, 'senza': 1, 'controindicazioni': 1, 'triforte': 1, 'men': 1, 'performance': 1, 'testosterona': 1, 'energia': 1, 'maximo': 1, 'taurina': 1, 'vitamina': 1, 'erezione': 1, 'libido': 1, 'combatte': 1, 'disfunzione': 1, 'erettile': 1, 'glutine': 1, 'lattosio': 1, 'aut': 1, 'ministero': 1, 'salute': 1, 'sanaexpert': 1, 'taurumin': 1, 'wfort': 1, 'pack': 1, 'stimolante': 1, 'e-book': 1, 'fino': 1, 'volte': 1, 'ginseng': 1, 'guaraná': 1, 'muira': 1, 'puama': 1}	"{'Taurus 100mg 30 Compresse | Effetto': 1, 'Massima durata': 1, 'Senza controindicazioni': 1, 'TRIFORTE Men Performance |': 1, 'Capsule': 1, 'MAXIMO Integratore Sessuale': 1, 'Maca Taurina Zinco Tribulus': 1, 'Vitamina': 1, 'Naturale NO Glutine Lattosio | Aut': 1, 'Salute': 1, 'SanaExpert Taurumin': 1, ""WFORT's 90 PACK"": 1, 'STIMOLANTE SESSUALE - Integratore Potenza + Resistenza con E': 1, 'Arginina': 1, 'Maca': 1, 'Tribulus': 1, 'Ginseng': 1, 'Guaraná': 1, 'Muira Puama': 1, 'Goji': 1, 'Zinco + B6': 1, 'VlÀGꓣɅ': 1, 'Original': 1}"
443		6	3	"14998    Filtro Everpure 2DC
Name: title, dtype: object"	0.27777777777777773	{'acqua': 4, 'co2': 4, 'bombole': 3, 'everpure': 2, 'filtro': 2, 'monouso': 2, 'gasatori': 2, 'e290': 2, 'usa': 2, 'getta': 2, 'ev960112': 1, 'cartuccia': 1, 'carboni': 1, 'attivi': 1, 'lotto': 1, '600g': 1, 'domestici': 1, 'set': 1, 'pezzi': 1, 'refrigeratori': 1, 'attacco': 1, 'passo': 1, 'bombola': 1, 'diossido': 1, 'carbonio': 1, 'gasatore': 1, 'acquario': 1, '2dc': 1, 'erogatori': 1, 'frizzante': 1, '600gr': 1}	{'Cartuccia': 1, 'Lotto 2X Bombole': 1, 'E290': 1, 'Pezzi BOMBOLE CO2': 1, 'Usa': 1, 'Getta per Gasatori Acqua': 1, 'Refrigeratori Attacco 11 mm passo 1': 1, 'BOMBOLA MONOUSO': 1, 'E290 DIOSSIDO': 1, 'CARBONIO 600 GR': 1, 'GASATORE': 1, 'ACQUARIO': 1, 'Filtro Everpure': 1, '6 Bombole': 1}
444		6	4	"18504    Coraline. Ediz. illustrata
Name: title, dtype: object"	0.4444444444444444	"{'coraline': 4, 'daydreamer': 1, 'ediz': 1, 'illustrata': 1, 'griska': 1, ""l'orso"": 1}"	{'Coraline': 4, 'Ediz': 1, 'Griska': 1}
445	apparel	6	5	"2533    Topgrowth Pigiami Corti Donna Biancheria da No...
Name: title, dtype: object"	0.7333333333333333	{'notte': 8, 'pizzo': 6, 'sexy': 5, 'topgrowth': 4, 'raso': 4, 'camicie': 4, 'pantaloncini': 4, 'set': 4, 'pigiama': 4, 'top': 3, 'pezzi': 3, 'indumenti': 3, 'lingerie': 3, 'intimo': 3, 'pigiami': 2, 'biancheria': 2, 'patchwork': 2, 'cami': 2, 'due': 2, 'seta': 2, 'vestiti': 2, 'babydoll': 2, 'canotta': 2, 'corti': 1, 'shirt': 1, 'dress': 1, 'plus': 1, 'size': 1, 'sleepskirt': 1, 'intima': 1, 'body': 1, 'nbaa': 1, 'sumtter': 1, 'canottiere': 1, 'tentazione': 1, 'cinghia': 1, 'casual': 1, 'pcs': 1, 'pantaloni': 1, 'lunghi': 1, 'abiti': 1}	{'Topgrowth Pigiami Corti Donna Biancheria': 1, 'Notte Pizzo': 1, 'Patchwork Raso Camicie': 1, 'Notte Donna Cami Top Pantaloncini Set': 1, 'Pigiama': 1, 'Camicie da Notte Donna Topgrowth Pigiama Due Pezzi Raso Seta Indumenti da Notte': 1, 'Pizzo T Shirt Pantaloncini Set': 1, 'Lingerie Sexy Vestiti Donna Dress Plus Size Lingerie Babydoll Intimo Sleepskirt Biancheria Intima Body Intimo Donna Sexy Lingerie Sexy': 1, 'Ci Pizzo Sexy Vestiti': 1, 'SUMTTER Babydoll Pigiami Donna Sexy 2 Pezzi Canottiere Top': 1, 'Pizzo + Pantaloncini Intimo Camicie': 1, 'Notte Tentazione': 1, 'Topgrowth Pigiama Donna': 1, 'Pizzo Top in Raso Cami Pantaloncini Indumenti': 1, 'Notte Casual Set': 1, 'Pizzo Canotta': 1}
446		6	5	"2225    Foonii 1 Paio Carino Portachiavi Coppia, Magne...
Name: title, dtype: object"	0.5499999999999999	{'portachiavi': 9, 'foonii': 4, 'paio': 4, 'staccabile': 4, 'auto': 4, 'amore': 4, 'inviare': 4, 'fidanzata': 4, 'gun': 4, 'oro': 4, 'carino': 3, 'coppia': 3, 'magnetico': 3, 'anello': 3, 'catena': 3, 'baciando': 3, 'impostato': 3, 'maiale': 1, 'balena': 1, 'forma': 1, 'san': 1, 'valentino': 1, 'tazze': 1, 'baciano': 1, 'incastrano': 1, 'perfettamente': 1, 'appositamente': 1, 'realizzate': 1, 'ciascuna': 1, 'cucchiai': 1, 'ceramica': 1, 'confezione': 1, 'regalo': 1, 'ideale': 1, 'romantico': 1, 'zippo': 1, 'incisione': 1, 'love': 1, 'lingue': 1, 'accendino': 1, 'benzina': 1, 'cromato': 1, 'spazzolato': 1, 'carina': 1, 'kissing': 1, 'elefanti': 1}	{'Inviare La Sua Fidanzata': 4, 'Gun Nero + Oro Rosa': 4, 'Paio Carino Portachiavi Coppia': 2, 'Magnetico Staccabile Auto Portachiavi Uomo Donna Amore ad Anello': 2, 'Catena Baciando Maiale Impostato': 1, 'Paio Carino Portachiavi': 1, 'Magnetico Staccabile Auto Portachiavi Uomo Donna Amore ad': 1, 'Anello': 1, 'Catena Baciando Impostato': 1, 'Catena Baciando': 1, 'Forma Impostato': 1, 'San Valentino - Tazze': 1, 'Confezione': 1, 'Love You': 1, 'Portachiavi': 1, 'Kissing Elefanti Portachiavi': 1, 'Staccabile Auto Portachiavi Uomo Donna Amore': 1}
447	beauty	6	3	"5087    L’Oréal Paris Make-Up Designer Nude Magique Cu...
Name: title, dtype: object"	0.27777777777777773	"{'cushion': 6, 'nivea': 3, 'q10': 3, 'paris': 3, 'nude': 3, 'magique': 3, 'beige': 3, 'fondotinta': 3, 'plus': 2, 'anti-age': 2, 'skin': 2, 'care': 2, 'colore': 2, 'naturale': 2, 'oréal': 2, 'make-up': 2, 'designer': 2, 'capsula': 2, 'liquido': 2, 'chiaro': 1, 'light-medium': 1, 'scuro': 1, 'dark': 1, 'cura': 1, 'ombra': 1, 'medio': 1, ""l'oréal"": 1, 'rose': 1}"	{'Nivea Q10 Plus Anti': 2, 'Age 3': 2, 'L’Oréal Paris Make': 2, 'Up Designer Nude Magique': 2, 'Beige': 2, 'Capsula Liquido': 2, 'Skin Care Cushion Chiaro': 1, 'Colore Naturale 01 Light-Medium': 1, 'Skin Care Cushion Scuro': 1, 'Colore Naturale 02 Dark': 1, 'Nivea Cura': 1, 'Cushion Q10': 1, 'Oréal Paris Nude Magique Cushion Fondotinta': 1, 'Rose Beige': 1}
448	hpc	6	4	"1964    Bite Dentale Notturno Automodellante anti Brux...
Name: title, dtype: object"	0.7222222222222222	{'bite': 5, 'dentale': 3, 'automodellante': 3, 'bruxismo': 3, 'paradenti': 3, 'denti': 3, 'notturno': 2, 'anti': 2, 'byte': 2, 'antirussamento': 2, 'kit': 2, 'sbiancamento': 2, 'trasparente': 2, 'apparecchio': 1, 'digrignare': 1, 'disturbi': 1, 'atm': 1, 'sonline': 1, 'custodia': 1, 'scatola': 1, 'ortodonzia': 1, 'guardia': 1, 'fermo': 1, 'stecca': 1, 'brux': 1, 'rilax': 1, 'guidare': 1, 'sbiancante': 1, 'domiciliare': 1, 'nite': 1, 'white': 1, 'philips': 1, 'zoom': 1, 'std': 1, 'comoda': 1, 'pochette': 1, 'arcata': 1, 'inferiore': 1, 'superiore': 1, 'silicone': 1, 'ideale': 1, 'russamento': 1, 'apnea': 1, 'notte': 1, 'morbido': 1, 'universale': 1, 'doctor': 1, 'pro': 1, 'combattere': 1}	{'Bite Dentale Notturno Automodellante': 1, 'Bruxismo Paradenti': 1, 'ATM': 1, 'Sonline Custodia': 1, 'Guardia Fermo': 1, 'Brux Bite RILAX': 1, 'KIT SBIANCANTE': 1, 'DOMICILIARE': 1, 'WHITE PHILIPS': 1, 'STD KIT COMODA POCHETTE': 1, 'Bite Dentale Notturno Bruxismo Antirussamento Automodellante Arcata Inferiore': 1, 'Trasparente Anti Russamento Apnea Notte Morbido Universale Paradenti Byte': 1, 'Doctor Bite Pro - Bite': 1, 'Bruxismo': 1, 'Trasparente': 1}
449		6	4	"2592    Electraline 61055 Sonda Tiracavi in Nylon, 20 ...
Name: title, dtype: object"	0.3055555555555555	{'electraline': 5, 'sonda': 3, 'tiracavi': 3, 'diametro': 3, 'nylon': 2, 'cavo': 2, 'unipolare': 2, 'n07v-k': 2, 'sezione': 2, 'marrone/blu/verde/giallo': 2, '1x1.5': 1, '1x2.5': 1, 'vultech': 1, 'cri-01': 1, 'crimpatrice': 1, 'spella': 1, 'fili': 1, 'rj45-rj11-rj12': 1, 'grigio/nero': 1, 'trasparente': 1, 'acciaio': 1}	{'Sezione': 2, 'Electraline 61055 Sonda Tiracavi in Nylon': 1, 'Electraline 25139 Cavo Unipolare N07V-K': 1, 'Electraline 25149': 1, 'Cavo Unipolare N07V-K': 1, 'VulTech CRI-01 Crimpatrice': 1, 'Spella Fili': 1, 'Grigio': 1, 'Electraline 61056 Sonda Tiracavi in Nylon': 1, 'Trasparente': 1, 'Electraline 61057': 1}
450	sports	6	4	"6374    Look 3020104 - Protezione piastra pedale Keo C...
Name: title, dtype: object"	0.3611111111111111	{'look': 5, 'keo': 4, 'unisex': 3, 'pedale': 2, 'adulto': 2, 'taglia': 2, 'unica': 2, 'grip': 1, 'tacchete': 1, 'protezione': 1, 'piastra': 1, 'cover': 1, 'coppia': 1, 'colore': 1, 'classic': 1, 'shimano': 1, 'dura': 1, 'ace': 1, 'ultegra': 1, 'pattini': 1, 'pezzi': 1, 'cleat': 1, 'm-wave': 1, 'set': 1, 'tacchette': 1, 'compatible': 1, 'tolleranza': 1, 'laterale': 1, 'grigio': 1}	{'Taglia Unica': 2, 'Look Grip Tacchete': 1, 'Look 3020104': 1, 'Keo Cover': 1, 'LOOK Keo': 1, 'Unisex Adulto': 1, 'SHIMANO Dura Ace Ultegra 105 Pattini': 1, '4 Pezzi': 1, 'Look Keo Cleat Unisex Adulto': 1, 'Wave Unisex': 1, 'Set di tacchette per Pedale': 1, 'Look KEO Compatible': 1, 'Laterale': 1, 'Grigio': 1}
451	english-books	6	5	"4187    Deep Learning
Name: title, dtype: object"	0.7333333333333334	{'learning': 5, 'deep': 2, 'machine': 2, 'hands-on': 1, 'scikit-learn': 1, 'tensorflow': 1, 'concepts': 1, 'tools': 1, 'techniques': 1, 'build': 1, 'intelligent': 1, 'systems': 1, 'pattern': 1, 'recognition': 1, 'elements': 1, 'statistical': 1, 'data': 1, 'mining': 1, 'inference': 1, 'prediction': 1, 'python': 1, 'artificial': 1, 'intelligence': 1, 'modern': 1, 'approach': 1, 'global': 1, 'edition': 1}	{'Deep Learning': 1, 'Hands-On Machine Learning With Scikit': 1, 'Learn and Tensorflow': 1, 'Concepts': 1, 'Tools': 1, 'Techniques to Build Intelligent Systems': 1, 'Pattern Recognition And Machine Learning': 1, 'The Elements of Statistical Learning:': 1, 'Inference': 1, 'Deep Learning with Python': 1, 'Artificial Intelligence': 1, 'Modern Approach': 1, 'Global Edition': 1}
452		6	4	"403    ANNURKAP 60 COMPRESSE TRATTAMENTO MESE
Name: title, dtype: object"	0.0	{'mela': 4, 'annurca': 3, 'annurkap': 2, 'compresse': 2, 'revita': 2, 'hair': 2, 'integratore': 2, 'colesterolo': 2, 'caduta': 2, 'capelli': 2, 'trattamento': 1, 'mese': 1, 'lab': 1, 'stimulating': 1, 'shampoo': 1, '180ml': 1, 'growth': 1, 'high': 1, 'performance': 1, 'giubileo': 1, '50cps': 1, 'alimentare': 1, 'mantenere': 1, 'livelli': 1, 'trigliceridi': 1, 'norma': 1, 'melannurca': 1, 'cuore': 1, 'capsule': 1, 'vero': 1, 'estratto': 1, 'naturale': 1, 'vegan': 1, 'puro': 1, 'aiuto': 1, 'genuino': 1, 'alta': 1, 'qualità': 1, 'vitaminity': 1, 'apple': 1, 'extract': 1, 'complex': 1, 'campana': 1, 'igp': 1, '60cps': 1, 'gastro': 1, 'resistenti': 1}	{'ANNURKAP': 2, 'COMPRESSE': 1, 'LAB Revita Stimulating': 1, 'Mela Annurca Giubileo 50cps - Integratore': 1, 'MELANNURCA - LA MELA DEL CUORE': 1, 'Annurca': 1, 'Genuino': 1, 'Vitaminity Apple Extract Hair Complex': 1, 'Integratore Mela Annurca Campana IGP - Caduta capelli': 1, 'Gastro Resistenti': 1}
453	kitchen	6	4	"5574    Etichette autoadesive per raccolta rifiuti - K...
Name: title, dtype: object"	0.25	{'raccolta': 4, 'set': 3, 'pattumiere': 3, 'differenziata': 3, 'bama': 2, 'poker': 2, 'pattumiera': 2, 'etichette': 2, 'rifiuti': 2, 'tris': 1, 'assortiti': 1, '28x40x31': 1, 'sak': 1, 'sacchetti': 1, '60x65': 1, 'pacco': 1, 'autoadesive': 1, 'kit': 1, 'home': 1, 'piccolo': 1, 'assortite': 1, '8x10cm': 1, 'buystar': 1, 'chiuse': 1, 'omaggio': 1, 'indifferenziati': 1, 'jiejia': 1, 'immondizia': 1, 'manici': 1, 'trash': 1, 'bags': 1, 'bags,20': 1, 'irpot': 1, 'ecologic': 1, '28l': 1, 'ec28': 1}	{'Bama Poker Tris Set': 1, 'Raccolta': 1, 'Assortiti': 1, 'Bama Poker Sak': 1, 'Sacchetti Pattumiera': 1, 'Pacco da 20': 1, 'Etichette': 1, 'KIT HOME': 1, 'PICCOLO': 1, 'BuyStar Set 3': 1, 'Pattumiere Chiuse': 1, 'Raccolta Differenziata': 1, 'Lt più Omaggio Pattumiera per Rifiuti Indifferenziati': 1, 'Trash Bags': 1, 'EC28 RACCOLTA': 1}
454		6	4	"5581    1 CAVO ELETRICO DA 10 MT FOLLETTO VK 140 150 A...
Name: title, dtype: object"	0.38888888888888884	{'folletto': 6, 'vorwerk': 6, 'aspirapolvere': 4, 'adattabili': 3, 'kit': 2, 'motore': 2, 'spazzola': 2, 'sacchetti': 2, 'profumini': 2, 'polti-': 1, 'sacchetti+': 1, 'profumi': 1, 'filtro': 1, 'aspiratore': 1, 'inferiore': 1, 'cavo': 1, 'eletrico': 1, 'confezione': 1, 'setole': 1, 'originale': 1, 'set': 1, 'sacchi': 1, 'microfibra': 1, 'kobold': 1, 'vk140': 1, 'vk150': 1, 'compatibili': 1, 'vk140/150': 1, 'filtri': 1, 'griglia': 1, 'garanzia': 1, 'mesi': 1, 'figevida': 1}	{'ASPIRAPOLVERE VORWERK': 2, 'ADATTABILI': 2, 'Polti- Kit 12': 1, 'Profumi + 2': 1, 'Filtro': 1, 'Aspiratore Vorwerk Adattabili': 1, 'Confezione': 1, 'Spazzola con Setole per Folletto Vk': 1, 'Non Originale': 1, 'SET': 1, 'Sacchi': 1, 'Sacchetti': 1, 'Microfibra': 1, 'Profumini': 1, 'Vorwerk Folletto Kobold VK 140': 1, 'VK140': 1, 'VK150': 1, 'Kit 12 Sacchetti Compatibili': 1, 'Vorwerk Folletto': 1, 'Filtri Griglia Motore - Garanzia': 1}
455		6	4	"3113    LEGO Super Heroes - Inseguimento in Auto di Sp...
Name: title, dtype: object"	0.25	{'lego': 4, 'super': 4, 'heroes': 4, 'spider-man': 3, 'inseguimento': 1, 'auto': 1, 'salvataggio': 1, 'moto': 1, 'lego.76134': 1, 'juniors': 1, 'resa': 1, 'conti': 1, 'finale': 1, 'spiderman': 1, '2100-1970': 1, 'zaino': 1, 'centimetri': 1, 'bambino': 1, 'poliestere': 1, 'multicolore': 1, 'crawler': 1}	{'Spider-Man': 2, 'LEGO Super Heroes - Inseguimento in Auto di Spider-Man': 1, 'LEGO Super Heroes': 1, 'Salvataggio': 1, 'Moto': 1, 'Super Heroes Lego.76134': 1, 'LEGO Juniors - Resa dei Conti Finale': 1, 'Spiderman 2100': 1, 'Zaino 3D 31 Centimetri': 1, 'Bambino': 1, 'Poliestere': 1, 'Multicolore': 1, 'LEGO Super Heroes - Crawler': 1}
